Wall time,Step,Value
1751949187.1127665,960,-150.890625
1751949215.8756738,10560,-130.7375030517578
1751949244.4938478,20160,-113.07500457763672
1751949272.9728312,29760,-104.65312194824219
1751949301.5127878,39360,-108.09062957763672
1751949329.886364,48960,-89.421875
1751949358.3097994,58560,-79.09375
1751949386.697106,68160,-74.12187194824219
1751949415.5343907,77760,-68.9906234741211
1751949445.12334,87360,-61.915626525878906
1751949475.0769887,96960,-58.73749923706055
1751949504.0798745,106560,-43.37812423706055
1751949533.2766383,116160,-52.07499694824219
1751949562.7080836,125760,-46.52812576293945
1751949591.949139,135360,-48.05624771118164
1751949621.2257931,144960,-45.678123474121094
1751949650.1733468,154560,-43.31562805175781
1751949679.4914277,164160,-34.243751525878906
1751949708.577039,173760,-39.46562576293945
1751949737.8463893,183360,-29.896873474121094
1751949767.1550949,192960,-35.46875
1751949796.140086,202560,-37.171875
1751949824.932654,212160,-35.525001525878906
1751949854.2172897,221760,-36.796875
1751949883.359403,231360,-36.006248474121094
1751949912.364771,240960,-29.950000762939453
1751949941.6480095,250560,-31.39375114440918
1751949970.8832438,260160,-31.381248474121094
1751949999.879249,269760,-33.21875
1751950029.2625134,279360,-33.134376525878906
1751950058.6894894,288960,-28.731250762939453
1751950088.0284383,298560,-30.44062614440918
1751950117.296097,308160,-27.743751525878906
1751950146.27017,317760,-28.768749237060547
1751950175.4841218,327360,-25.118749618530273
1751950204.661581,336960,-36.178123474121094
1751950233.8560493,346560,-32.53125
1751950263.0794766,356160,-33.443748474121094
1751950292.4136891,365760,-36.02812576293945
1751950321.805594,375360,-43.5
1751950350.8140578,384960,-39.41250228881836
1751950380.1051292,394560,-46.02812576293945
1751950409.678767,404160,-36.15312194824219
1751950438.953659,413760,-35.70000076293945
1751950468.087669,423360,-33.47187805175781
1751950497.2627287,432960,-32.16874694824219
1751950526.2690024,442560,-32.60624694824219
1751950555.5864766,452160,-25.037500381469727
1751950584.6896272,461760,-23.66874885559082
1751950613.8600857,471360,-25.940624237060547
1751950643.0304723,480960,-25.362499237060547
