,algorithm,map_name,return_mean,return_stdev
0,iql,availability_medium,-19.35218832256521,16.303751999291524
1,iql,confidentiality_medium,-33.024098169418515,8.129436489134036
2,iql,integrity_medium,-26.820286252692036,18.355324671924766
3,qmix,availability_medium,-19.09336952620244,15.95485906233114
4,qmix,confidentiality_medium,-28.68437036372338,9.825759199174312
5,qmix,integrity_medium,-22.416634661402252,15.656940931406833
